order_number,order_date,channel,warehouse_code,order_quantity,unit_price,revenue,cost,customer_names,product_name,state_code,state_name,lat,lon,region,budget
SO - 000183,2017-09-19,Export,FLR025,5,3195.9,15979.5,1821.6629999999998,Safecor Corp,Product 25,MA,Massachusetts,42.25288,-71.00227,Northeast,5342315.484
SO - 0003421,2017-09-19,Wholesale,AXW291,11,2485.7000000000003,27342.700000000004,1640.5620000000004,Deseret Group,Product 12,WI,Wisconsin,42.72613,-87.78285,Midwest,1356976.996
SO - 0003499,2017-09-19,Export,GUT930,5,1172.5,5862.5,914.5500000000001,Unit Ltd,Product 28,MA,Massachusetts,42.3876,-71.0995,Northeast,1003867.767
SO - 0004424,2017-09-19,Wholesale,GUT930,8,1762.1000000000001,14096.800000000001,775.3240000000001,Zoonoodle Ltd,Product 17,UT,Utah,41.223,-111.97383,West,2119616.824
SO - 0004512,2017-09-19,Wholesale,AXW291,5,2010.0,10050.0,944.6999999999999,Jabbercube Corp,Product 5,MA,Massachusetts,42.35843,-71.05977,Northeast,3925424.5420000004
SO - 0005737,2017-09-19,Distributor,AXW291,11,3564.4,39208.4,1639.624,True Ltd,Product 25,NY,New York,41.13418,-73.96573,Northeast,5342315.484
SO - 0005783,2017-09-19,Wholesale,AXW291,9,1132.3,10190.699999999999,702.026,Kare Corp,Product 25,IN,Indiana,40.19338,-85.38636,Midwest,5342315.484
SO - 0006678,2017-09-19,Distributor,NXH382,5,2010.0,10050.0,1286.4,Eire Corp,Product 6,PA,Pennsylvania,40.15511,-74.82877,Northeast,1672229.416
SO - 0007200,2017-09-19,Distributor,AXW291,5,254.6,1273.0,175.67399999999998,Browsetype Corp,Product 26,WA,Washington,47.25288,-122.44429,West,5685138.2700000005
SO - 0008301,2017-09-19,Distributor,AXW291,5,6244.400000000001,31222.000000000004,5057.964000000001,Kare Corp,Product 5,FL,Florida,26.52535,-80.06643,South,3925424.5420000004
SO - 0009905,2017-09-19,Wholesale,AXW291,12,3872.6,46471.2,1549.04,Wordtune Company,Product 30,KY,Kentucky,37.77422,-87.11333,South,1011609.684
SO - 000290,2017-09-19,Distributor,AXW291,6,710.2,4261.200000000001,390.61000000000007,Talane Group,Product 25,AZ,Arizona,32.29785,-110.9187,West,5342315.484
SO - 0010723,2017-09-19,Export,NXH382,11,234.5,2579.5,157.115,Golden Corp,Product 16,OH,Ohio,39.75895,-84.19161,Midwest,2062061.144
SO - 0010197,2017-09-19,Wholesale,GUT930,5,757.1,3785.5,423.97600000000006,Fivechat Company,Product 14,WA,Washington,47.65878,-117.42605,West,4028698.4090000005
SO - 0009097,2017-09-19,Distributor,GUT930,10,174.20000000000002,1742.0000000000002,130.65,CLINIQUE Ltd,Product 9,IA,Iowa,42.49567,-96.39053,Midwest,710415.405
SO - 000364,2017-09-19,Distributor,AXW291,8,1802.3,14418.4,1153.472,Organon Corp,Product 29,TX,Texas,29.8334,-93.96632,South,594471.5700000001
SO - 0002641,2017-09-19,Wholesale,AXW291,10,2613.0,26130.0,1620.06,Camido Company,Product 15,CA,California,38.61713,-121.32828,West,3299478.315
SO - 0003037,2017-09-19,Export,NXH382,9,1018.4,9165.6,407.36,Divanoodle Ltd,Product 24,MD,Maryland,39.41427,-77.41054,South,756557.97
SO - 0004633,2017-09-19,Wholesale,NXH382,9,1092.1000000000001,9828.900000000001,611.5760000000001,Mylan Corp,Product 4,MN,Minnesota,44.94441,-93.09327,Midwest,2885560.824
SO - 0004651,2017-09-19,Wholesale,AXW291,12,884.4,10612.8,389.13599999999997,Walgreen Corp,Product 5,FL,Florida,29.21081,-81.02283,South,3925424.5420000004
SO - 0005331,2017-09-19,Wholesale,AXW291,11,1078.7,11865.7,560.9240000000001,Skippad Ltd,Product 17,NY,New York,40.70621,-73.61874,Northeast,2119616.824
SO - 0006282,2017-09-19,Wholesale,AXW291,9,3959.7000000000003,35637.3,2336.223,Pixoboo Corp,Product 5,CT,Connecticut,41.53678,-72.79454,Northeast,3925424.5420000004
SO - 0009498,2017-09-19,Wholesale,GUT930,11,5185.8,57043.8,2644.7580000000003,Devpoint Group,Product 18,KS,Kansas,38.98223,-94.67079,Midwest,2309499.045
SO - 0001836,2017-09-19,Export,AXW291,8,857.6,6860.8,626.048,Browsetype Corp,Product 30,AZ,Arizona,33.43532,-112.35821,West,1011609.684
SO - 0002628,2017-09-19,Export,AXW291,7,2673.3,18713.100000000002,1176.2520000000002,Gigabox Group,Product 25,MA,Massachusetts,42.10148,-72.58981,Northeast,5342315.484
SO - 0002870,2017-09-19,Wholesale,AXW291,5,3242.8,16214.0,2529.384,Camido Company,Product 25,AR,Arkansas,35.38592,-94.39855,South,5342315.484
SO - 0005694,2017-09-19,Export,AXW291,9,1695.1000000000001,15255.900000000001,678.0400000000001,Vitz Company,Product 4,UT,Utah,40.59161,-111.8841,West,2885560.824
SO - 0006565,2017-09-19,Distributor,AXW291,5,3926.2000000000003,19631.0,3140.9600000000005,Walgreen Corp,Product 28,AZ,Arizona,33.1911,-111.528,West,1003867.767
SO - 000526,2017-09-19,Wholesale,NXH382,6,1755.4,10532.400000000001,912.8080000000001,Ozu Ltd,Product 4,CA,California,37.70583,-122.46194,West,2885560.824
SO - 0001375,2017-09-19,Wholesale,FLR025,7,817.4,5721.8,621.224,Kare Corp,Product 8,CA,California,33.95333,-117.39611,West,1085037.3290000001
SO - 0001610,2017-09-19,Wholesale,GUT930,10,5085.3,50853.0,4271.652,MEIJER Corp,Product 19,ND,North Dakota,46.87719,-96.7898,Midwest,1645841.6
SO - 0003036,2017-09-19,Distributor,NXH382,8,194.3,1554.4,104.92200000000001,Golden Corp,Product 5,IL,Illinois,41.56858,-87.80422,Midwest,3925424.5420000004
SO - 0004650,2017-09-19,Wholesale,AXW291,11,944.7,10391.7,377.88000000000005,State Ltd,Product 14,CA,California,33.76696,-118.18923,West,4028698.4090000005
SO - 0005035,2017-09-19,Distributor,NXH382,9,1755.4,15798.6,1298.996,Amerisourc Corp,Product 18,CT,Connecticut,41.04537,-73.63402,Northeast,2309499.045
SO - 0006207,2017-09-19,Distributor,AXW291,6,1695.1000000000001,10170.6,1373.0310000000002,Voolith Ltd,Product 14,WA,Washington,47.68149,-122.20874,West,4028698.4090000005
SO - 0007435,2017-09-19,Wholesale,GUT930,8,1118.9,8951.2,839.1750000000001,Cantrell Company,Product 18,CA,California,34.08057,-118.07285,West,2309499.045
SO - 0010690,2017-09-19,Distributor,GUT930,5,5969.7,29848.5,4417.5779999999995,Sanum-Kehl Group,Product 19,IL,Illinois,41.94095,-88.20373,Midwest,1645841.6
SO - 0008293,2017-09-19,Distributor,NXH382,7,2479.0,17353.0,1958.41,WOCKHARDT Group,Product 26,CA,California,34.01223,-117.68894,West,5685138.2700000005
SO - 0010283,2017-09-19,Wholesale,NXH382,6,6411.900000000001,38471.4,5001.282,Cogilith Group,Product 20,CT,Connecticut,41.22509,-73.06111,Northeast,2067108.1199999999
SO - 0001293,2017-09-20,Wholesale,NXH382,8,683.4,5467.2,396.37199999999996,Podcat Corp,Product 14,IL,Illinois,41.83755,-87.68184,Midwest,4028698.4090000005
SO - 0002109,2017-09-20,Wholesale,NXH382,9,3912.8,35215.200000000004,2034.6560000000002,Gabvine Ltd,Product 26,NC,North Carolina,35.96851,-77.80829,South,5685138.2700000005
SO - 0004246,2017-09-20,Distributor,NXH382,6,1943.0,11658.0,1029.79,Meejo Corp,Product 25,WA,Washington,47.67399,-122.12151,West,5342315.484
SO - 0005843,2017-09-20,Wholesale,NXH382,5,2479.0,12395.0,1041.18,Skinder Group,Product 26,CA,California,37.73965,-121.42522,West,5685138.2700000005
SO - 0007915,2017-09-20,Wholesale,NXH382,7,1038.5,7269.5,872.3399999999999,Family Corp,Product 25,NY,New York,42.98337,-78.87567,Northeast,5342315.484
SO - 0010286,2017-09-20,Wholesale,AXW291,6,1051.9,6311.400000000001,483.8740000000001,Browsebug Company,Product 5,CO,Colorado,39.37221,-104.85609,West,3925424.5420000004
SO - 0010612,2017-09-20,Wholesale,AXW291,8,1139.0,9112.0,694.79,Pfizer Corp,Product 25,MA,Massachusetts,42.41843,-71.10616,Northeast,5342315.484
SO - 0009155,2017-09-20,Distributor,AXW291,11,904.5,9949.5,515.5649999999999,Accudial Company,Product 25,UT,Utah,40.39162,-111.85077,West,5342315.484
SO - 0010233,2017-09-20,Distributor,AXW291,7,3899.4,27295.8,1598.754,Jayo Company,Product 2,IL,Illinois,42.06642,-87.93729,Midwest,3050087.565
SO - 0001030,2017-09-20,Export,GUT930,12,2003.3,24039.6,921.518,Shuffledri Group,Product 26,WA,Washington,47.14121,-122.27012,West,5685138.2700000005
SO - 0001193,2017-09-20,Wholesale,AXW291,6,1072.0,6432.0,911.1999999999999,Mylan Corp,Product 25,GA,Georgia,34.03945,-84.35095,South,5342315.484
SO - 0002865,2017-09-20,Export,AXW291,10,2324.9,23249.0,1441.438,Omba Group,Product 14,MD,Maryland,39.25066,-76.52052,South,4028698.4090000005
SO - 0003875,2017-09-20,Distributor,GUT930,8,2613.0,20904.0,1907.49,Linkbuzz Ltd,Product 3,MA,Massachusetts,42.46676,-70.94949,Northeast,2642352.432
SO - 0005913,2017-09-20,Distributor,FLR025,11,1051.9,11570.900000000001,673.2160000000001,Brainspher Ltd,Product 8,NV,Nevada,39.52963,-119.8138,West,1085037.3290000001
SO - 0006190,2017-09-20,Distributor,NXH382,11,187.6,2063.6,93.8,Buzzshare Company,Product 15,CA,California,34.09529,-118.12701,West,3299478.315
SO - 0010728,2017-09-20,Wholesale,NXH382,9,167.5,1507.5,73.7,Dynazzy Company,Product 14,AZ,Arizona,33.35283,-111.78903,West,4028698.4090000005
SO - 0009798,2017-09-20,Wholesale,GUT930,6,723.6,4341.6,586.1160000000001,Mycone Ltd,Product 8,AR,Arkansas,35.38592,-94.39855,South,1085037.3290000001
SO - 000277,2017-09-20,Wholesale,GUT930,11,2599.6,28595.6,1637.748,Divanoodle Ltd,Product 11,CA,California,34.14778,-118.14452,West,1230458.484
SO - 0002303,2017-09-20,Wholesale,FLR025,8,3953.0,31624.0,2529.92,Topco Company,Product 7,MN,Minnesota,45.07246,-93.45579,Midwest,889737.555
SO - 0005561,2017-09-20,Distributor,AXW291,10,3618.0,36180.0,2930.5800000000004,Skidoo Company,Product 13,VA,Virginia,36.85293,-75.97799,South,3720639.645
SO - 0005571,2017-09-20,Wholesale,NXH382,9,1112.2,10009.800000000001,556.1,Chatterbri Ltd,Product 26,GA,Georgia,33.36149,-82.075,South,5685138.2700000005
SO - 0006143,2017-09-20,Distributor,AXW291,6,3390.2000000000003,20341.2,1966.316,Blogtags Ltd,Product 25,TX,Texas,32.91592,-96.54867,South,5342315.484
SO - 0006430,2017-09-20,Distributor,NXH382,10,1112.2,11122.0,500.49,Aveda Group,Product 17,CA,California,40.58654,-122.39168,West,2119616.824
SO - 0001459,2017-09-20,Distributor,NXH382,5,187.6,938.0,150.08,Valeant Corp,Product 24,CA,California,33.87029,-117.92534,West,756557.97
SO - 0001651,2017-09-20,Export,AXW291,7,3845.8,26920.600000000002,2999.724,Tambee Company,Product 13,AL,Alabama,33.52744,-86.79905,South,3720639.645
SO - 0001721,2017-09-20,Wholesale,AXW291,11,5621.3,61834.3,4272.188,Aromaticos Company,Product 4,CA,California,33.6603,-117.99923,West,2885560.824
SO - 000739,2017-09-20,Distributor,AXW291,12,3939.6,47275.2,3269.868,Army Group,Product 25,IN,Indiana,39.95559,-86.01387,Midwest,5342315.484
SO - 0001834,2017-09-20,Distributor,AXW291,9,1112.2,10009.800000000001,734.052,Zoovu Corp,Product 20,NJ,New Jersey,40.73566,-74.17237,Northeast,2067108.1199999999
SO - 0005334,2017-09-20,Wholesale,FLR025,7,5621.3,39349.1,3541.4190000000003,Alembic Ltd,Product 1,NH,New Hampshire,42.99564,-71.45479,Northeast,3016489.209
SO - 0007074,2017-09-20,Wholesale,AXW291,10,247.9,2479.0,205.757,Fred's Company,Product 1,PA,Pennsylvania,40.11242,-75.11564,Northeast,3016489.209
SO - 0009948,2017-09-20,Wholesale,AXW291,12,187.6,2251.2,155.708,Devpoint Group,Product 26,FL,Florida,28.47689,-82.52546,South,5685138.2700000005
SO - 0008118,2017-09-20,Distributor,AXW291,7,3906.1,27342.7,2226.477,Golden Corp,Product 26,ID,Idaho,43.66294,-116.68736,West,5685138.2700000005
SO - 000555,2017-09-20,Wholesale,AXW291,5,1045.2,5226.0,804.8040000000001,Eayo Company,Product 17,CA,California,34.14778,-118.14452,West,2119616.824
SO - 0003406,2017-09-20,Wholesale,GUT930,7,6137.2,42960.4,4296.04,Zava Group,Product 6,CA,California,33.74752,-116.97197,West,1672229.416
SO - 0005316,2017-09-20,Distributor,GUT930,5,6150.6,30753.0,4428.432,Blogspan Ltd,Product 9,NE,Nebraska,41.25861,-95.93779,Midwest,710415.405
SO - 0007076,2017-09-20,Wholesale,NXH382,7,1098.8,7691.599999999999,933.9799999999999,Snaptags Ltd,Product 6,CA,California,38.24936,-122.03997,West,1672229.416
SO - 0007762,2017-09-20,Distributor,NXH382,10,1139.0,11390.0,558.11,Revitol Company,Product 18,CA,California,33.88946,-118.15979,West,2309499.045
SO - 0009015,2017-09-20,Wholesale,AXW291,11,5118.8,56306.8,2149.896,State Ltd,Product 26,CA,California,33.88168,-118.11701,West,5685138.2700000005
SO - 0008537,2017-09-20,Distributor,AXW291,6,180.9,1085.4,101.30400000000002,Aimbo Corp,Product 15,CT,Connecticut,41.77524,-72.52443,Northeast,3299478.315
SO - 0008112,2017-09-20,Distributor,AXW291,10,1011.7,10117.0,667.7220000000001,Quaxo Ltd,Product 5,FL,Florida,26.65868,-80.24144,South,3925424.5420000004
SO - 0001101,2017-09-21,Wholesale,NXH382,6,3758.7000000000003,22552.2,3082.134,Centizu Company,Product 14,MI,Michigan,42.29171,-85.58723,Midwest,4028698.4090000005
SO - 0003998,2017-09-21,Wholesale,NXH382,5,904.5,4522.5,714.5550000000001,Livepath Corp,Product 2,CA,California,38.67852,-121.7733,West,3050087.565
SO - 000863,2017-09-21,Distributor,AXW291,7,207.70000000000002,1453.9,91.388,Podcat Corp,Product 15,IL,Illinois,42.24868,-89.07452,Midwest,3299478.315
SO - 0002359,2017-09-21,Export,GUT930,5,2726.9,13634.5,1881.561,Chatterpoi Corp,Product 26,TN,Tennessee,35.61452,-88.81395,South,5685138.2700000005
SO - 0005430,2017-09-21,Distributor,NXH382,6,3289.7000000000003,19738.2,1480.3650000000002,Rochester Group,Product 19,CA,California,34.09529,-118.12701,West,1645841.6
SO - 0006112,2017-09-21,Wholesale,GUT930,7,5587.8,39114.6,3017.4120000000003,Actavis Company,Product 5,DE,Delaware,39.74595,-75.54659,South,3925424.5420000004
SO - 000741,2017-09-21,Wholesale,FLR025,9,864.3000000000001,7778.700000000001,691.44,General Company,Product 23,GA,Georgia,33.85844,-84.3402,South,1135815.7580000001
SO - 0002069,2017-09-21,Export,AXW291,11,5661.5,62276.5,2321.2149999999997,Skinder Group,Product 25,CA,California,38.23242,-122.63665,West,5342315.484
SO - 0008721,2017-09-21,Export,GUT930,6,2572.8,15436.800000000001,2186.88,Roomm Company,Product 18,GA,Georgia,30.8327,-83.27849,South,2309499.045
SO - 0009854,2017-09-21,Distributor,FLR025,10,3959.7000000000003,39597.0,2732.1929999999998,Amerisourc Corp,Product 13,TX,Texas,30.62798,-96.33441,South,3720639.645
SO - 000539,2017-09-21,Distributor,GUT930,6,951.4,5708.4,380.56,Chatterbri Ltd,Product 19,CA,California,33.96816,-118.24467,West,1645841.6
SO - 0005299,2017-09-21,Distributor,AXW291,7,5909.400000000001,41365.8,4432.05,Accord Group,Product 2,NJ,New Jersey,40.85677,-74.12848,Northeast,3050087.565
SO - 0001567,2017-09-21,Distributor,NXH382,5,683.4,3417.0,457.878,Voolia Ltd,Product 10,NY,New York,41.05369,-73.94809,Northeast,864331.624
SO - 0002171,2017-09-21,Wholesale,GUT930,6,2271.3,13627.800000000001,931.2330000000001,Accudial Company,Product 4,OH,Ohio,40.79895,-81.37845,Midwest,2885560.824
SO - 0003136,2017-09-21,Distributor,AXW291,10,1876.0,18760.0,1557.08,State Ltd,Product 17,GA,Georgia,34.02893,-84.19858,South,2119616.824
SO - 0005046,2017-09-21,Wholesale,AXW291,8,2391.9,19135.2,1841.7630000000001,Pacific Ltd,Product 15,CA,California,33.72224,-116.37446,West,3299478.315
SO - 0006398,2017-09-21,Wholesale,AXW291,6,3417.0,20502.0,2084.37,Eayo Company,Product 7,TX,Texas,32.93411,-97.07653,South,889737.555
SO - 0007155,2017-09-21,Wholesale,AXW291,7,837.5,5862.5,695.125,Topiczoom Corp,Product 2,FL,Florida,26.12231,-80.14338,South,3050087.565
SO - 0010143,2017-09-21,Wholesale,AXW291,6,1038.5,6231.0,664.64,Zooxo Ltd,Product 17,FL,Florida,26.10037,-80.39977,South,2119616.824
SO - 0009760,2017-09-21,Wholesale,GUT930,8,2472.3,19778.4,988.9200000000001,Vimbo Company,Product 4,OH,Ohio,39.69599,-84.15044,Midwest,2885560.824
SO - 0005157,2017-09-21,Wholesale,AXW291,9,3812.3,34310.700000000004,1601.166,Vinte Group,Product 19,GA,Georgia,32.5971,-83.65394,South,1645841.6
SO - 0005404,2017-09-21,Wholesale,AXW291,12,4006.6,48079.2,1682.772,Camido Company,Product 13,TX,Texas,30.63269,-97.67723,South,3720639.645
SO - 0006148,2017-09-21,Wholesale,GUT930,12,1051.9,12622.800000000001,546.988,Skyvu Group,Product 11,NY,New York,42.88645,-78.87837,Northeast,1230458.484
SO - 0007402,2017-09-21,Distributor,NXH382,6,2331.6,13989.599999999999,1095.8519999999999,Family Corp,Product 15,IL,Illinois,40.4842,-88.99369,Midwest,3299478.315
SO - 0007918,2017-09-21,Wholesale,FLR025,11,1051.9,11570.900000000001,831.0010000000001,Skyvu Group,Product 26,IL,Illinois,41.68178,-88.20282,Midwest,5685138.2700000005
SO - 0009256,2017-09-21,Export,AXW291,7,1916.2,13413.4,1092.234,Walgreen Corp,Product 20,CA,California,33.9938,-117.75888,West,2067108.1199999999
SO - 0010455,2017-09-21,Wholesale,GUT930,7,2559.4,17915.8,1638.016,SHISEIDO Ltd,Product 4,CA,California,34.21639,-119.0376,West,2885560.824
SO - 0004553,2017-09-22,Wholesale,NXH382,6,194.3,1165.8000000000002,83.549,Revitol Company,Product 20,CA,California,37.73965,-121.42522,West,2067108.1199999999
SO - 0007343,2017-09-22,Export,NXH382,10,1132.3,11323.0,452.92,American Corp,Product 4,CA,California,37.6941,-122.08635,West,2885560.824
SO - 0008461,2017-09-22,Distributor,AXW291,7,864.3000000000001,6050.1,596.367,Rooxo Company,Product 13,KS,Kansas,39.18831,-96.60586,Midwest,3720639.645
SO - 0010517,2017-09-22,Wholesale,NXH382,10,3852.5,38525.0,2234.45,State Ltd,Product 15,CO,Colorado,39.91942,-104.94281,West,3299478.315
SO - 0009259,2017-09-22,Wholesale,GUT930,11,1815.7,19972.7,726.2800000000001,Zooveo Company,Product 29,CA,California,38.75212,-121.28801,West,594471.5700000001
SO - 0009126,2017-09-22,Distributor,GUT930,7,743.7,5205.900000000001,557.7750000000001,Epic Group,Product 3,OR,Oregon,44.62693,-123.09674,West,2642352.432
SO - 0007994,2017-09-22,Wholesale,AXW291,12,1742.0,20904.0,975.5200000000001,WOONSOCKET Corp,Product 2,MA,Massachusetts,41.89806,-70.62417,Northeast,3050087.565
SO - 0010530,2017-09-22,Distributor,GUT930,8,690.1,5520.8,503.773,Skyvu Group,Product 26,IN,Indiana,39.11904,-86.51979,Midwest,5685138.2700000005
SO - 0009133,2017-09-22,Distributor,GUT930,8,3202.6,25620.8,2049.6639999999998,Brightdog Corp,Product 6,IN,Indiana,39.87571,-86.26625,Midwest,1672229.416
SO - 0008431,2017-09-22,Distributor,AXW291,7,2606.3,18244.100000000002,1172.835,Centizu Company,Product 4,NC,North Carolina,35.22709,-80.84313,South,2885560.824
SO - 000427,2017-09-22,Export,GUT930,8,3859.2000000000003,30873.600000000002,2354.112,Jaxbean Group,Product 17,NH,New Hampshire,42.76537,-71.46757,Northeast,2119616.824
SO - 0002064,2017-09-22,Wholesale,GUT930,12,6083.6,73003.20000000001,2737.6200000000003,Dazzlesphe Corp,Product 26,IA,Iowa,42.50056,-90.66457,Midwest,5685138.2700000005
SO - 0002620,2017-09-22,Wholesale,GUT930,10,1025.1000000000001,10251.000000000002,738.0720000000001,Epic Group,Product 3,IL,Illinois,42.03209,-87.75778,Midwest,2642352.432
SO - 0003870,2017-09-22,Export,AXW291,12,194.3,2331.6000000000004,122.409,Buzzshare Company,Product 29,IN,Indiana,40.04559,-86.0086,Midwest,594471.5700000001
SO - 0004586,2017-09-22,Wholesale,NXH382,8,1072.0,8576.0,578.88,Browsetype Corp,Product 22,IN,Indiana,39.4667,-87.41391,Midwest,663601.902
SO - 0008576,2017-09-22,Wholesale,AXW291,7,2405.3,16837.100000000002,2044.505,Gabvine Ltd,Product 7,CA,California,33.83529,-117.9145,West,889737.555
SO - 0001480,2017-09-22,Export,NXH382,12,1916.2,22994.4,1417.988,Avamba Company,Product 2,CA,California,33.74585,-117.82617,West,3050087.565
SO - 0002848,2017-09-22,Wholesale,AXW291,5,5078.6,25393.0,3351.876,Feednation Corp,Product 13,CA,California,34.14778,-118.14452,West,3720639.645
SO - 0004922,2017-09-22,Distributor,AXW291,11,5540.900000000001,60949.90000000001,4488.129000000001,BTA Corp,Product 19,UT,Utah,40.76078,-111.89105,West,1645841.6
SO - 0007445,2017-09-22,Wholesale,AXW291,7,5889.3,41225.1,4711.4400000000005,GOOD Ltd,Product 19,TX,Texas,29.8729,-97.93773,South,1645841.6
SO - 0007702,2017-09-22,Wholesale,FLR025,11,2619.7000000000003,28816.700000000004,1414.6380000000001,SHISEIDO Ltd,Product 25,GA,Georgia,32.08354,-81.09983,South,5342315.484
SO - 0008160,2017-09-22,Wholesale,NXH382,5,2566.1,12830.5,1950.2359999999999,Brightdog Corp,Product 8,KY,Kentucky,38.25424,-85.75941,South,1085037.3290000001
SO - 0010519,2017-09-22,Wholesale,GUT930,10,2271.3,22713.0,1748.901,Bath Group,Product 11,IN,Indiana,39.97837,-86.11804,Midwest,1230458.484
SO - 0010078,2017-09-22,Distributor,AXW291,11,844.2,9286.2,709.128,Quimm Company,Product 6,IN,Indiana,41.61329,-87.47085,Midwest,1672229.416
SO - 0003373,2017-09-22,Wholesale,FLR025,12,5534.2,66410.4,4095.308,Browsebug Company,Product 5,CT,Connecticut,41.310810000000004,-72.92495,Northeast,3925424.5420000004
SO - 0003552,2017-09-22,Wholesale,FLR025,9,844.2,7597.8,616.266,SHISEIDO Ltd,Product 25,CA,California,34.1975,-119.17705,West,5342315.484
SO - 0004658,2017-09-22,Wholesale,GUT930,7,2278.0,15946.0,1116.22,Devpoint Group,Product 15,VA,Virginia,38.890390000000004,-77.08414,South,3299478.315
SO - 0005060,2017-09-22,Wholesale,NXH382,5,3892.7000000000003,19463.5,2102.0580000000004,Realpoint Corp,Product 13,IL,Illinois,42.0261,-88.31822,Midwest,3720639.645
SO - 0005387,2017-09-22,Wholesale,AXW291,12,3082.0,36984.0,1356.08,Fivebridge Ltd,Product 18,PA,Pennsylvania,41.40897,-75.66241,Northeast,2309499.045
SO - 0005530,2017-09-22,Wholesale,AXW291,10,1092.1000000000001,10921.000000000002,556.9710000000001,Kazu Corp,Product 19,NY,New York,40.84989,-72.46349,Northeast,1645841.6
SO - 0006662,2017-09-22,Distributor,AXW291,8,5741.900000000001,45935.200000000004,3272.883,Blogtags Ltd,Product 24,FL,Florida,26.00315,-80.22394,South,756557.97
SO - 0009327,2017-09-22,Distributor,AXW291,10,3999.9,39999.0,2679.9330000000004,Realbuzz Ltd,Product 5,NY,New York,40.72593,-73.51429,Northeast,3925424.5420000004
SO - 0010470,2017-09-22,Distributor,AXW291,11,1125.6000000000001,12381.600000000002,619.0800000000002,Holston Company,Product 25,MI,Michigan,42.29171,-85.58723,Midwest,5342315.484
SO - 000893,2017-09-22,Distributor,AXW291,11,6103.7,67140.7,2746.665,Fred's Company,Product 18,IL,Illinois,39.79106,-89.64457,Midwest,2309499.045
SO - 0002950,2017-09-22,Wholesale,AXW291,11,3865.9,42524.9,1932.95,Walgreen Corp,Product 25,UT,Utah,41.223,-111.97383,West,5342315.484
SO - 0003707,2017-09-22,Export,GUT930,8,1072.0,8576.0,536.0,Skiptube Ltd,Product 14,NC,North Carolina,35.41069,-80.84285,South,4028698.4090000005
SO - 0003997,2017-09-22,Wholesale,AXW291,12,5701.7,68420.4,2850.85,Linkbuzz Ltd,Product 25,TX,Texas,30.07994,-95.41716,South,5342315.484
SO - 0007018,2017-09-22,Wholesale,GUT930,11,180.9,1989.9,74.169,Janyx Group,Product 28,IN,Indiana,39.77485,-86.13949,Midwest,1003867.767
SO - 0007857,2017-09-22,Export,AXW291,7,2257.9,15805.300000000001,1106.371,Zoonoodle Ltd,Product 2,NY,New York,43.1009,-75.23266,Northeast,3050087.565
SO - 0010773,2017-09-22,Distributor,AXW291,5,2525.9,12629.5,1288.209,MEIJER Corp,Product 6,CA,California,38.58157,-121.4944,West,1672229.416
SO - 000489,2017-09-23,Distributor,NXH382,6,1165.8,6994.799999999999,664.506,Blogtags Ltd,Product 25,MA,Massachusetts,42.37649,-71.23561,Northeast,5342315.484
SO - 000703,2017-09-23,Wholesale,NXH382,11,194.3,2137.3,91.321,Vitz Company,Product 14,FL,Florida,25.94204,-80.2456,South,4028698.4090000005
SO - 0001087,2017-09-23,Export,NXH382,10,2525.9,25259.0,1667.094,American Corp,Product 28,CA,California,33.20004,-117.24254,West,1003867.767
SO - 0003150,2017-09-23,Wholesale,NXH382,11,2847.5,31322.5,1822.4,Wise Company,Product 14,CT,Connecticut,41.39482,-73.45401,Northeast,4028698.4090000005
SO - 0003507,2017-09-23,Distributor,NXH382,6,1112.2,6673.200000000001,556.1,Roomm Company,Product 5,IL,Illinois,39.8463,-88.95822,Midwest,3925424.5420000004
SO - 0007015,2017-09-23,Wholesale,NXH382,10,1139.0,11390.0,911.2,Voolith Ltd,Product 10,OR,Oregon,44.92371,-123.02319,West,864331.624
SO - 0009248,2017-09-23,Wholesale,AXW291,5,3953.0,19765.0,3360.0499999999997,GOOD Ltd,Product 25,TN,Tennessee,35.92506,-86.86889,South,5342315.484
SO - 0010371,2017-09-23,Wholesale,AXW291,6,1721.9,10331.400000000001,947.0450000000001,Blogspan Ltd,Product 26,CA,California,38.23242,-122.63665,West,5685138.2700000005
SO - 000531,2017-09-23,Wholesale,AXW291,6,1172.5,7035.0,809.025,Kaymbo Company,Product 2,IN,Indiana,37.96821,-87.49674,Midwest,3050087.565
SO - 000698,2017-09-23,Wholesale,NXH382,11,6117.1,67288.1,4404.312,Jaxbean Group,Product 28,IL,Illinois,41.59625,-88.08915,Midwest,1003867.767
SO - 0004302,2017-09-23,Wholesale,AXW291,5,1011.7,5058.5,455.26500000000004,Rochester Group,Product 19,ND,North Dakota,46.80833,-100.78374,Midwest,1645841.6
SO - 0010201,2017-09-23,Wholesale,AXW291,11,2592.9,28521.9,1192.7340000000002,Topco Company,Product 19,WY,Wyoming,41.13998,-104.82025,West,1645841.6
SO - 000115,2017-09-23,Distributor,AXW291,5,3932.9,19664.5,3146.32,Pfizer Corp,Product 3,FL,Florida,26.35869,-80.0831,South,2642352.432
SO - 0001642,2017-09-23,Distributor,NXH382,5,2318.2000000000003,11591.000000000002,1043.19,Vimbo Company,Product 26,FL,Florida,28.11873,-81.47923,South,5685138.2700000005
SO - 0002952,2017-09-23,Distributor,AXW291,6,1025.1000000000001,6150.6,430.54200000000003,Kazu Corp,Product 14,IL,Illinois,41.93807,-87.8685,Midwest,4028698.4090000005
